Contour                                                   ,Clip                           ,SNR_Vertical ,SNR_Horizontal
pc_20170728_034959_ch3_sel_11_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_11.wav ,2.7922       ,18.2509
pc_20170728_034959_ch3_sel_12_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_12.wav ,3.3551       ,20.3596
pc_20170728_034959_ch3_sel_13_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_13.wav ,3.1944       ,12.9069
pc_20170728_034959_ch3_sel_16_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_16.wav ,-1.9898      ,13.45
pc_20170728_034959_ch3_sel_19_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_19.wav ,12.5541      ,18.5768
pc_20170728_034959_ch3_sel_20_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_20.wav ,12.0166      ,22.2293
pc_20170728_034959_ch3_sel_22_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_22.wav ,18.0352      ,21.4387
pc_20170728_034959_ch3_sel_24_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_24.wav ,4.5324       ,6.5414
pc_20170728_034959_ch3_sel_25_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_25.wav ,9.0626       ,13.8006
pc_20170728_034959_ch3_sel_27_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_27.wav ,3.0821       ,8.7161
pc_20170728_034959_ch3_sel_29_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_29.wav ,7.6182       ,-0.90565
pc_20170728_034959_ch3_sel_32_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_32.wav ,9.7564       ,30.7334
pc_20170728_034959_ch3_sel_33_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_33.wav ,4.1196       ,3.7382
pc_20170728_034959_ch3_sel_34_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_34.wav ,3.7894       ,12.2387
pc_20170728_034959_ch3_sel_35_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_35.wav ,22.0075      ,20.5089
pc_20170728_034959_ch3_sel_36_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_36.wav ,13.1096      ,5.1569
pc_20170728_034959_ch3_sel_37_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_37.wav ,10.4098      ,21.2783
pc_20170728_034959_ch3_sel_39_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_39.wav ,4.1697       ,11.1578
pc_20170728_034959_ch3_sel_40_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_40.wav ,13.7649      ,5.9561
pc_20170728_034959_ch3_sel_41_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_41.wav ,36.7351      ,29.5477
pc_20170728_034959_ch3_sel_42_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_42.wav ,13.0921      ,2.5298
pc_20170728_034959_ch3_sel_43_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_43.wav ,14.3824      ,13.7932
pc_20170728_034959_ch3_sel_44_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_44.wav ,3.1476       ,5.5352
pc_20170728_034959_ch3_sel_46_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_46.wav ,3.2335       ,16.416
pc_20170728_034959_ch3_sel_47_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_47.wav ,12.5773      ,19.2991
pc_20170728_034959_ch3_sel_50_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_50.wav ,19.1937      ,19.6904
pc_20170728_034959_ch3_sel_51_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_51.wav ,8.3628       ,7.5818
pc_20170728_034959_ch3_sel_52_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_52.wav ,7.7038       ,2.9102
pc_20170728_034959_ch3_sel_53_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_53.wav ,9.6141       ,8.3491
pc_20170728_034959_ch3_sel_56_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_56.wav ,14.7616      ,13.1811
pc_20170728_034959_ch3_sel_57_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_57.wav ,12.53        ,24.8155
pc_20170728_034959_ch3_sel_58_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_58.wav ,13.8595      ,5.5351
pc_20170728_034959_ch3_sel_59_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_59.wav ,7.4705       ,18.4622
pc_20170728_034959_ch3_sel_60_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_60.wav ,6.802        ,-1.6895
pc_20170728_034959_ch3_sel_62_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_62.wav ,7.8343       ,-0.36469
pc_20170728_034959_ch3_sel_63_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_63.wav ,23.7019      ,26.5962
pc_20170728_034959_ch3_sel_65_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_65.wav ,19.1173      ,7.9645
pc_20170728_034959_ch3_sel_67_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_67.wav ,10.1246      ,-0.578
pc_20170728_034959_ch3_sel_68_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_68.wav ,16.5797      ,1.8992
pc_20170728_034959_ch3_sel_69_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_69.wav ,15.9656      ,8.6606
pc_20170728_034959_ch3_sel_70_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_70.wav ,21.7551      ,16.7968
pc_20170728_034959_ch3_sel_72_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_72.wav ,8.1178       ,-0.65624
pc_20170728_034959_ch3_sel_73_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_73.wav ,20.566       ,13.4675
pc_20170728_034959_ch3_sel_74_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_74.wav ,18.4301      ,15.0618
pc_20170728_034959_ch3_sel_75_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_75.wav ,8.7533       ,-2.1032
pc_20170728_034959_ch3_sel_76_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_76.wav ,27.2311      ,18.3324
pc_20170728_034959_ch3_sel_78_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_78.wav ,12.2518      ,8.1139
pc_20170728_034959_ch3_sel_79_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_79.wav ,17.2176      ,23.632
pc_20170728_034959_ch3_sel_81_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_81.wav ,4.2611       ,1.7825
pc_20170728_034959_ch3_sel_82_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_82.wav ,16.2706      ,12.2335
pc_20170728_035059_ch2_sel_05_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_05.wav ,1.6891       ,5.2145
pc_20170728_035059_ch2_sel_07_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_07.wav ,16.9324      ,10.1412
pc_20170728_035059_ch2_sel_08_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_08.wav ,29.6286      ,19.8758
pc_20170728_035059_ch2_sel_10_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_10.wav ,12.14        ,12.221
pc_20170728_035059_ch2_sel_13_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_13.wav ,15.6432      ,4.24
pc_20170728_035059_ch2_sel_16_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_16.wav ,9.5668       ,10.3822
pc_20170728_035059_ch2_sel_17_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_17.wav ,13.2338      ,17.4404
pc_20170728_035059_ch2_sel_22_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_22.wav ,7.7259       ,9.0033
pc_20170728_035059_ch2_sel_24_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_24.wav ,14.0681      ,15.5709
pc_20170728_035059_ch2_sel_25_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_25.wav ,10.9331      ,11.3981
pc_20170728_035059_ch2_sel_26_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_26.wav ,8.2332       ,7.5369
pc_20170728_035059_ch2_sel_27_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_27.wav ,22.001       ,17.7029
pc_20170728_035059_ch2_sel_29_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_29.wav ,9.1566       ,9.5722
pc_20170728_035059_ch2_sel_32_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_32.wav ,9.2813       ,8.5838
pc_20170728_035059_ch2_sel_33_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_33.wav ,10.5907      ,18.2723
pc_20170728_035059_ch2_sel_35_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_35.wav ,6.1744       ,13.0886
pc_20170728_035059_ch2_sel_37_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_37.wav ,12.7538      ,13.8592
pc_20170728_035059_ch2_sel_38_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_38.wav ,6.8498       ,15.9767
pc_20170728_035059_ch2_sel_40_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_40.wav ,5.2602       ,-2.3583
pc_20170728_035059_ch2_sel_42_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_42.wav ,8.3854       ,6.1366
pc_20170728_035059_ch2_sel_44_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_44.wav ,5.402        ,10.6798
pc_20170728_035059_ch2_sel_46_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_46.wav ,6.7486       ,14.1119
pc_20170728_035159_ch3_sel_02_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_02.wav ,4.7804       ,4.8716
pc_20170728_035159_ch3_sel_03_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_03.wav ,10.8487      ,16.5867
pc_20170728_035159_ch3_sel_05_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_05.wav ,3.6243       ,12.2211
pc_20170728_035159_ch3_sel_07_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_07.wav ,6.4256       ,16.703
pc_20170728_035159_ch3_sel_08_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_08.wav ,11.9804      ,13.3151
pc_20170728_035159_ch3_sel_09_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_09.wav ,7.4883       ,10.2559
pc_20170728_035159_ch3_sel_12_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_12.wav ,5.4157       ,9.4264
pc_20170728_035159_ch3_sel_18_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_18.wav ,7.7537       ,7.6746
pc_20170728_035159_ch3_sel_19_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_19.wav ,6.2223       ,7.77
pc_20170728_035159_ch3_sel_23_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_23.wav ,8.9647       ,6.945
