Contour                                                   ,Clip                           ,SNR_Vertical ,SNR_Horizontal
pc_20170728_034959_ch3_sel_12_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_12.wav ,28.0523      ,20.3596
pc_20170728_034959_ch3_sel_13_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_13.wav ,17.042       ,12.9069
pc_20170728_034959_ch3_sel_16_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_16.wav ,-4.6866      ,13.45
pc_20170728_034959_ch3_sel_19_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_19.wav ,14.1968      ,18.5768
pc_20170728_034959_ch3_sel_20_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_20.wav ,13.181       ,22.2293
pc_20170728_034959_ch3_sel_22_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_22.wav ,18.3419      ,21.4387
pc_20170728_034959_ch3_sel_24_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_24.wav ,11.663       ,6.5414
pc_20170728_034959_ch3_sel_25_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_25.wav ,12.4202      ,13.8006
pc_20170728_034959_ch3_sel_27_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_27.wav ,5.7037       ,8.7161
pc_20170728_034959_ch3_sel_29_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_29.wav ,10.2699      ,-0.90565
pc_20170728_034959_ch3_sel_32_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_32.wav ,52.0469      ,30.7334
pc_20170728_034959_ch3_sel_33_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_33.wav ,6.3983       ,3.7382
pc_20170728_034959_ch3_sel_34_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_34.wav ,34.4766      ,12.2387
pc_20170728_034959_ch3_sel_35_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_35.wav ,30.5299      ,20.5089
pc_20170728_034959_ch3_sel_36_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_36.wav ,25.6076      ,5.1569
pc_20170728_034959_ch3_sel_37_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_37.wav ,43.037       ,21.2783
pc_20170728_034959_ch3_sel_39_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_39.wav ,16.5673      ,11.1578
pc_20170728_034959_ch3_sel_40_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_40.wav ,17.6645      ,5.9561
pc_20170728_034959_ch3_sel_41_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_41.wav ,40.5451      ,29.5477
pc_20170728_034959_ch3_sel_42_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_42.wav ,15.4253      ,2.5298
pc_20170728_034959_ch3_sel_43_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_43.wav ,19.006       ,13.7932
pc_20170728_034959_ch3_sel_44_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_44.wav ,8.7172       ,5.5352
pc_20170728_034959_ch3_sel_46_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_46.wav ,13.1857      ,16.416
pc_20170728_034959_ch3_sel_47_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_47.wav ,13.3761      ,19.2991
pc_20170728_034959_ch3_sel_50_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_50.wav ,25.2238      ,19.6904
pc_20170728_034959_ch3_sel_51_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_51.wav ,8.6651       ,7.5818
pc_20170728_034959_ch3_sel_52_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_52.wav ,13.4572      ,2.9102
pc_20170728_034959_ch3_sel_53_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_53.wav ,11.7935      ,8.3491
pc_20170728_034959_ch3_sel_56_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_56.wav ,16.836       ,13.1811
pc_20170728_034959_ch3_sel_57_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_57.wav ,29.6203      ,24.8155
pc_20170728_034959_ch3_sel_58_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_58.wav ,15.9277      ,5.5351
pc_20170728_034959_ch3_sel_59_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_59.wav ,26.7229      ,18.4622
pc_20170728_034959_ch3_sel_60_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_60.wav ,7.9233       ,-1.6895
pc_20170728_034959_ch3_sel_62_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_62.wav ,15.1808      ,-0.36469
pc_20170728_034959_ch3_sel_63_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_63.wav ,28.4726      ,26.5962
pc_20170728_034959_ch3_sel_65_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_65.wav ,21.7401      ,7.9645
pc_20170728_034959_ch3_sel_67_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_67.wav ,13.589       ,-0.578
pc_20170728_034959_ch3_sel_68_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_68.wav ,18.0399      ,1.8992
pc_20170728_034959_ch3_sel_69_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_69.wav ,18.9569      ,8.6606
pc_20170728_034959_ch3_sel_70_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_70.wav ,24.4399      ,16.7968
pc_20170728_034959_ch3_sel_72_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_72.wav ,10.1876      ,-0.65624
pc_20170728_034959_ch3_sel_73_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_73.wav ,22.0486      ,13.4675
pc_20170728_034959_ch3_sel_74_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_74.wav ,20.0121      ,15.0618
pc_20170728_034959_ch3_sel_75_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_75.wav ,9.7179       ,-2.1032
pc_20170728_034959_ch3_sel_76_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_76.wav ,29.3609      ,18.3324
pc_20170728_034959_ch3_sel_78_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_78.wav ,14.8313      ,8.1139
pc_20170728_034959_ch3_sel_79_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_79.wav ,22.2046      ,23.632
pc_20170728_034959_ch3_sel_81_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_81.wav ,4.0663       ,1.7825
pc_20170728_034959_ch3_sel_82_Sette_AC_101_Hawaii.csv     ,20170728_034959_ch3_sel_82.wav ,23.7819      ,12.2335
pc_20170728_035059_ch2_sel_05_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_05.wav ,8.8615       ,5.2145
pc_20170728_035059_ch2_sel_07_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_07.wav ,18.0293      ,10.1412
pc_20170728_035059_ch2_sel_08_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_08.wav ,32.4779      ,19.8758
pc_20170728_035059_ch2_sel_10_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_10.wav ,12.6043      ,12.221
pc_20170728_035059_ch2_sel_13_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_13.wav ,16.0884      ,4.24
pc_20170728_035059_ch2_sel_16_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_16.wav ,10.6748      ,10.3822
pc_20170728_035059_ch2_sel_17_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_17.wav ,14.6422      ,17.4404
pc_20170728_035059_ch2_sel_22_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_22.wav ,8.3859       ,9.0033
pc_20170728_035059_ch2_sel_24_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_24.wav ,15.6689      ,15.5709
pc_20170728_035059_ch2_sel_25_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_25.wav ,11.3147      ,11.3981
pc_20170728_035059_ch2_sel_26_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_26.wav ,18.4265      ,7.5369
pc_20170728_035059_ch2_sel_27_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_27.wav ,23.759       ,17.7029
pc_20170728_035059_ch2_sel_29_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_29.wav ,18.8178      ,9.5722
pc_20170728_035059_ch2_sel_32_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_32.wav ,20.7774      ,8.5838
pc_20170728_035059_ch2_sel_33_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_33.wav ,16.0445      ,18.2723
pc_20170728_035059_ch2_sel_35_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_35.wav ,20.0029      ,13.0886
pc_20170728_035059_ch2_sel_37_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_37.wav ,16.6061      ,13.8592
pc_20170728_035059_ch2_sel_38_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_38.wav ,18.8638      ,15.9767
pc_20170728_035059_ch2_sel_40_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_40.wav ,5.4443       ,-2.3583
pc_20170728_035059_ch2_sel_42_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_42.wav ,15.2457      ,6.1366
pc_20170728_035059_ch2_sel_44_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_44.wav ,11.5428      ,10.6798
pc_20170728_035059_ch2_sel_46_Sette_AC_101_Hawaii.csv     ,20170728_035059_ch2_sel_46.wav ,17.168       ,14.1119
pc_20170728_035159_ch3_sel_02_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_02.wav ,5.7186       ,4.8716
pc_20170728_035159_ch3_sel_03_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_03.wav ,14.4368      ,16.5867
pc_20170728_035159_ch3_sel_05_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_05.wav ,7.3289       ,12.2211
pc_20170728_035159_ch3_sel_07_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_07.wav ,8.428        ,16.703
pc_20170728_035159_ch3_sel_08_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_08.wav ,14.2539      ,13.3151
pc_20170728_035159_ch3_sel_09_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_09.wav ,11.6226      ,10.2559
pc_20170728_035159_ch3_sel_12_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_12.wav ,7.7251       ,9.4264
pc_20170728_035159_ch3_sel_18_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_18.wav ,12.9718      ,7.6746
pc_20170728_035159_ch3_sel_19_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_19.wav ,8.5502       ,7.77
pc_20170728_035159_ch3_sel_23_Sette_AC_101_Hawaii.csv     ,20170728_035159_ch3_sel_23.wav ,10.7352      ,6.945
